ID,serie,temporada,episodio,numero,estreno,,puntuacion,votos,imagen,fecha,hora
696,Breaking Bad,4,Bug,9,11 Sep. 2011,,8.8,9276,https://ia.media-imdb.com/images/M/MV5BZDNhNzhkNDctOTlmOS00NWNmLWEyODQtNWMxM2UzYmJiNGMyXkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_.jpg,4/25/2018,11:37:27.245594
697,Breaking Bad,4,Salud,10,18 Sep. 2011,,9.5,13467,https://ia.media-imdb.com/images/M/MV5BZDNhNzhkNDctOTlmOS00NWNmLWEyODQtNWMxM2UzYmJiNGMyXkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_.jpg,4/25/2018,11:37:27.245594
698,Breaking Bad,4,Crawl Space,11,25 Sep. 2011,,9.6,15527,https://ia.media-imdb.com/images/M/MV5BZDNhNzhkNDctOTlmOS00NWNmLWEyODQtNWMxM2UzYmJiNGMyXkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_.jpg,4/25/2018,11:37:27.245594
699,Breaking Bad,4,End Times,12,2 Oct. 2011,,9.4,11849,https://ia.media-imdb.com/images/M/MV5BZDNhNzhkNDctOTlmOS00NWNmLWEyODQtNWMxM2UzYmJiNGMyXkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_.jpg,4/25/2018,11:37:27.245594
700,Breaking Bad,4,Face Off,13,9 Oct. 2011,,9.8,29789,https://ia.media-imdb.com/images/M/MV5BZDNhNzhkNDctOTlmOS00NWNmLWEyODQtNWMxM2UzYmJiNGMyXkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_.jpg,4/25/2018,11:37:27.245594
701,Breaking Bad,5,Live Free or Die,1,15 Jul. 2012,,9.2,13741,https://ia.media-imdb.com/images/M/MV5BZDNhNzhkNDctOTlmOS00NWNmLWEyODQtNWMxM2UzYmJiNGMyXkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_.jpg,4/25/2018,11:37:32.420538
702,Breaking Bad,5,Madrigal,2,22 Jul. 2012,,8.8,11208,https://ia.media-imdb.com/images/M/MV5BZDNhNzhkNDctOTlmOS00NWNmLWEyODQtNWMxM2UzYmJiNGMyXkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_.jpg,4/25/2018,11:37:32.420538
703,Breaking Bad,5,Hazard Pay,3,29 Jul. 2012,,8.8,10759,https://ia.media-imdb.com/images/M/MV5BZDNhNzhkNDctOTlmOS00NWNmLWEyODQtNWMxM2UzYmJiNGMyXkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_.jpg,4/25/2018,11:37:32.420538
704,Breaking Bad,5,Fifty-One,4,5 Aug. 2012,,8.8,10835,https://ia.media-imdb.com/images/M/MV5BZDNhNzhkNDctOTlmOS00NWNmLWEyODQtNWMxM2UzYmJiNGMyXkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_.jpg,4/25/2018,11:37:32.420538
705,Breaking Bad,5,Dead Freight,5,12 Aug. 2012,,9.6,16925,https://ia.media-imdb.com/images/M/MV5BZDNhNzhkNDctOTlmOS00NWNmLWEyODQtNWMxM2UzYmJiNGMyXkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_.jpg,4/25/2018,11:37:32.420538
706,Breaking Bad,5,Buyout,6,19 Aug. 2012,,8.8,11188,https://ia.media-imdb.com/images/M/MV5BZDNhNzhkNDctOTlmOS00NWNmLWEyODQtNWMxM2UzYmJiNGMyXkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_.jpg,4/25/2018,11:37:32.420538
707,Breaking Bad,5,Say My Name,7,26 Aug. 2012,,9.5,14460,https://ia.media-imdb.com/images/M/MV5BZDNhNzhkNDctOTlmOS00NWNmLWEyODQtNWMxM2UzYmJiNGMyXkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_.jpg,4/25/2018,11:37:32.420538
708,Breaking Bad,5,Gliding Over All,8,2 Sep. 2012,,9.5,15436,https://ia.media-imdb.com/images/M/MV5BZDNhNzhkNDctOTlmOS00NWNmLWEyODQtNWMxM2UzYmJiNGMyXkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_.jpg,4/25/2018,11:37:32.420538
709,Breaking Bad,5,Blood Money,9,11 Aug. 2013,,9.4,15137,https://ia.media-imdb.com/images/M/MV5BZDNhNzhkNDctOTlmOS00NWNmLWEyODQtNWMxM2UzYmJiNGMyXkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_.jpg,4/25/2018,11:37:32.420538
710,Breaking Bad,5,Buried,10,18 Aug. 2013,,9,12826,https://ia.media-imdb.com/images/M/MV5BZDNhNzhkNDctOTlmOS00NWNmLWEyODQtNWMxM2UzYmJiNGMyXkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_.jpg,4/25/2018,11:37:32.420538
711,Breaking Bad,5,Confessions,11,25 Aug. 2013,,9.5,16238,https://ia.media-imdb.com/images/M/MV5BZDNhNzhkNDctOTlmOS00NWNmLWEyODQtNWMxM2UzYmJiNGMyXkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_.jpg,4/25/2018,11:37:32.420538
712,Breaking Bad,5,Rabid Dog,12,1 Sep. 2013,,9,13364,https://ia.media-imdb.com/images/M/MV5BZDNhNzhkNDctOTlmOS00NWNmLWEyODQtNWMxM2UzYmJiNGMyXkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_.jpg,4/25/2018,11:37:32.420538
713,Breaking Bad,5,To'hajiilee,13,8 Sep. 2013,,9.7,23729,https://ia.media-imdb.com/images/M/MV5BZDNhNzhkNDctOTlmOS00NWNmLWEyODQtNWMxM2UzYmJiNGMyXkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_.jpg,4/25/2018,11:37:32.420538
714,Breaking Bad,5,Ozymandias,14,15 Sep. 2013,,9.9,93566,https://ia.media-imdb.com/images/M/MV5BZDNhNzhkNDctOTlmOS00NWNmLWEyODQtNWMxM2UzYmJiNGMyXkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_.jpg,4/25/2018,11:37:32.420538
715,Breaking Bad,5,Granite State,15,22 Sep. 2013,,9.6,23628,https://ia.media-imdb.com/images/M/MV5BZDNhNzhkNDctOTlmOS00NWNmLWEyODQtNWMxM2UzYmJiNGMyXkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_.jpg,4/25/2018,11:37:32.420538
716,Breaking Bad,5,Felina,16,29 Sep. 2013,,9.9,64140,https://ia.media-imdb.com/images/M/MV5BZDNhNzhkNDctOTlmOS00NWNmLWEyODQtNWMxM2UzYmJiNGMyXkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_.jpg,4/25/2018,11:37:32.420538
717,Orange Is the New Black,1,I Wasn't Ready,1,3 Dec. 2013,,7.8,3095,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:45.415109
718,Orange Is the New Black,1,Tit Punch,2,10 Dec. 2013,,8.1,2496,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:45.415109
719,Orange Is the New Black,1,Lesbian Request Denied,3,17 Dec. 2013,,8.2,2348,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:45.415109
720,Orange Is the New Black,1,Imaginary Enemies,4,24 Dec. 2013,,8.2,2210,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:45.415109
721,Orange Is the New Black,1,The Chickening,5,31 Dec. 2013,,8.1,2168,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:45.415109
722,Orange Is the New Black,1,WAC Pack,6,7 Jan. 2014,,8,2049,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:45.415109
723,Orange Is the New Black,1,Blood Donut,7,14 Jan. 2014,,7.9,1940,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:45.415109
724,Orange Is the New Black,1,Moscow Mule,8,21 Jan. 2014,,8,1909,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:45.415109
725,Orange Is the New Black,1,Fucksgiving,9,28 Jan. 2014,,8.6,2056,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:45.415109
726,Orange Is the New Black,1,Bora Bora Bora,10,4 Feb. 2014,,8.7,2041,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:45.415109
727,Orange Is the New Black,1,Tall Men with Feelings,11,11 Feb. 2014,,8.6,1979,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:45.415109
728,Orange Is the New Black,1,Fool Me Once,12,18 Feb. 2014,,8.3,1846,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:45.415109
729,Orange Is the New Black,1,Can't Fix Crazy,13,25 Feb. 2014,,9,2496,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:45.415109
730,Orange Is the New Black,2,Thirsty Bird,1,7 Jun. 2014,,8.6,2187,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:50.836667
731,Orange Is the New Black,2,"Looks Blue, Tastes Red",2,7 Jun. 2014,,8,1792,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:50.836667
732,Orange Is the New Black,2,Hugs Can Be Deceiving,3,7 Jun. 2014,,8.2,1698,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:50.836667
733,Orange Is the New Black,2,A Whole Other Hole,4,7 Jun. 2014,,8.5,1727,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:50.836667
734,Orange Is the New Black,2,Low Self Esteem City,5,7 Jun. 2014,,8,1618,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:50.836667
735,Orange Is the New Black,2,You Also Have a Pizza,6,7 Jun. 2014,,8.3,1685,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:50.836667
736,Orange Is the New Black,2,Comic Sans,7,7 Jun. 2014,,8.1,1578,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:50.836667
737,Orange Is the New Black,2,Appropriately Sized Pots,8,7 Jun. 2014,,8.3,1553,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:50.836667
738,Orange Is the New Black,2,40 Oz. of Furlough,9,7 Jun. 2014,,8.5,1607,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:50.836667
739,Orange Is the New Black,2,Little Mustachioed Shit,10,7 Jun. 2014,,8.6,1602,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:50.836667
740,Orange Is the New Black,2,Take a Break from Your Values,11,7 Jun. 2014,,8.4,1550,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:50.836667
741,Orange Is the New Black,2,It Was the Change,12,7 Jun. 2014,,8.8,1664,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:50.836667
742,Orange Is the New Black,2,We Have Manners. We're Polite.,13,7 Jun. 2014,,9.4,3101,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:50.836667
743,Orange Is the New Black,3,Mother's Day,1,13 Jun. 2015,,7.8,1805,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:55.935229
744,Orange Is the New Black,3,Bed Bugs and Beyond,2,13 Jun. 2015,,7.9,1554,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:55.935229
745,Orange Is the New Black,3,Empathy Is a Boner Killer,3,13 Jun. 2015,,8.2,1524,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:55.935229
746,Orange Is the New Black,3,Finger in the Dyke,4,13 Jun. 2015,,8,1437,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:55.935229
747,Orange Is the New Black,3,Fake It Till You Fake It Some More,5,13 Jun. 2015,,7.8,1376,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:55.935229
748,Orange Is the New Black,3,Ching Chong Chang,6,13 Jun. 2015,,8.2,1429,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:55.935229
749,Orange Is the New Black,3,Tongue-Tied,7,13 Jun. 2015,,8,1343,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:55.935229
750,Orange Is the New Black,3,"Fear, and Other Smells",8,13 Jun. 2015,,8,1317,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:55.935229
751,Orange Is the New Black,3,Where My Dreidel At,9,13 Jun. 2015,,8.1,1307,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:55.935229
752,Orange Is the New Black,3,A Tittin' and a Hairin',10,13 Jun. 2015,,8.5,1422,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:55.935229
753,Orange Is the New Black,3,We Can Be Heroes,11,13 Jun. 2015,,8.3,1300,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:55.935229
754,Orange Is the New Black,3,Don't Make Me Come Back There,12,13 Jun. 2015,,8.3,1327,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:55.935229
755,Orange Is the New Black,3,Trust No Bitch,13,13 Jun. 2015,,9,2211,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:37:55.935229
756,Orange Is the New Black,4,Work That Body for Me,1,17 Jun. 2016,,8.5,1518,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:02.318162
757,Orange Is the New Black,4,Power Suit,2,17 Jun. 2016,,7.9,1221,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:02.318162
758,Orange Is the New Black,4,(Don't) Say Anything,3,17 Jun. 2016,,8.1,1175,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:02.318162
759,Orange Is the New Black,4,Doctor Psycho,4,17 Jun. 2016,,8.1,1134,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:02.318162
760,Orange Is the New Black,4,We'll Always Have Baltimore,5,17 Jun. 2016,,8.1,1062,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:02.318162
761,Orange Is the New Black,4,Piece of Sh*t,6,17 Jun. 2016,,8.6,1195,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:02.318162
762,Orange Is the New Black,4,It Sounded Nicer in My Head,7,17 Jun. 2016,,8.8,1193,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:02.318162
763,Orange Is the New Black,4,Friends in Low Places,8,17 Jun. 2016,,8.5,1157,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:02.318162
764,Orange Is the New Black,4,Turn Table Turn,9,17 Jun. 2016,,8.2,1098,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:02.318162
765,Orange Is the New Black,4,"Bunny, Skull, Bunny, Skull",10,17 Jun. 2016,,8.4,1118,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:02.318162
766,Orange Is the New Black,4,People Persons,11,17 Jun. 2016,,9.3,1694,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:02.318162
767,Orange Is the New Black,4,The Animals,12,17 Jun. 2016,,9.4,2181,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:02.318162
768,Orange Is the New Black,4,Toast Can't Never Be Bread Again,13,17 Jun. 2016,,9.5,3141,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:02.318162
769,Orange Is the New Black,5,Riot FOMO,1,9 Jun. 2017,,8.2,1111,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:07.336521
770,Orange Is the New Black,5,"F*ck, Marry, Frieda",2,9 Jun. 2017,,8,962,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:07.336521
771,Orange Is the New Black,5,Pissters!,3,9 Jun. 2017,,7.8,896,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:07.336521
772,Orange Is the New Black,5,Litchfield's Got Talent,4,9 Jun. 2017,,7.8,963,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:07.336521
773,Orange Is the New Black,5,"Sing It, White Effie",5,9 Jun. 2017,,8.3,913,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:07.336521
774,Orange Is the New Black,5,"Flaming Hot Cheetos, Literally",6,9 Jun. 2017,,7.9,839,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:07.336521
775,Orange Is the New Black,5,"Full Bush, Half Snickers",7,9 Jun. 2017,,7.8,848,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:07.336521
776,Orange Is the New Black,5,Tied to the Tracks,8,9 Jun. 2017,,8.2,820,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:07.336521
777,Orange Is the New Black,5,The Tightening,9,9 Jun. 2017,,8.3,863,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:07.336521
778,Orange Is the New Black,5,The Reverse Midas Touch,10,9 Jun. 2017,,8.6,929,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:07.336521
779,Orange Is the New Black,5,Breaking the Fiberboard Ceiling,11,9 Jun. 2017,,7.9,807,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:07.336521
780,Orange Is the New Black,5,Tattoo You,12,9 Jun. 2017,,8.2,853,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:07.336521
781,Orange Is the New Black,5,Storm-y Weather,13,9 Jun. 2017,,9.1,1396,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:07.336521
782,Orange Is the New Black,6,Episode #6.1,1,2018,,,,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:12.767929
783,Orange Is the New Black,6,Episode #6.2,2,2018,,,,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:12.767929
784,Orange Is the New Black,6,Episode #6.3,3,2018,,,,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:12.767929
785,Orange Is the New Black,6,Episode #6.4,4,2018,,,,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:12.767929
786,Orange Is the New Black,6,Episode #6.5,5,2018,,,,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:12.767929
787,Orange Is the New Black,6,Episode #6.6,6,2018,,,,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:12.767929
788,Orange Is the New Black,6,Episode #6.7,7,2018,,,,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:12.767929
789,Orange Is the New Black,6,Episode #6.8,8,2018,,,,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:12.767929
790,Orange Is the New Black,6,Episode #6.9,9,2018,,,,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:12.767929
791,Orange Is the New Black,6,Episode #6.10,10,2018,,,,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:12.767929
792,Orange Is the New Black,6,Episode #6.11,11,2018,,,,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:12.767929
793,Orange Is the New Black,6,Episode #6.12,12,2018,,,,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:12.767929
794,Orange Is the New Black,6,Episode #6.13,13,2018,,,,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:12.767929
795,Orange Is the New Black,7,Episode #7.1,1,2019,,,,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:18.654777
796,Orange Is the New Black,7,Episode #7.2,2,2019,,,,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:18.654777
797,Orange Is the New Black,7,Episode #7.13,3,2019,,,,https://ia.media-imdb.com/images/M/MV5BMTU1OTcwNjg2Nl5BMl5BanBnXkFtZTgwOTk0NTk0MjI@._V1_.jpg,4/25/2018,11:38:18.654777
